$type,naptanId,modes,icsCode,stopType,stationNaptan,lines,lineGroup,lineModeGroups,status,id,commonName,placeType,additionalProperties,children,lat,lon
"Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities",940GZZLUACT,"['tube', 'bus']",1000002,NaptanMetroStation,940GZZLUACT,"[{'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '70', 'name': '70', 'uri': '/Line/70', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': 'district', 'name': 'District', 'uri': '/Line/district', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': 'e3', 'name': 'E3', 'uri': '/Line/e3', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': 'n11', 'name': 'N11', 'uri': '/Line/n11', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': 'piccadilly', 'name': 'Piccadilly', 'uri': '/Line/piccadilly', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}]","[{'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'naptanIdReference': '490000002B', 'stationAtcoCode': '490G0000S', 'lineIdentifier': ['70', 'e3', 'n11']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'stationAtcoCode': '940GZZLUACT', 'lineIdentifier': ['district']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'naptanIdReference': '490000002A', 'stationAtcoCode': '490G0000S', 'lineIdentifier': ['e3', 'n11']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'stationAtcoCode': '940GZZLUACT', 'lineIdentifier': ['piccadilly']}]","[{'$type': 'Tfl.Api.Presentation.Entities.LineModeGroup, Tfl.Api.Presentation.Entities', 'modeName': 'bus', 'lineIdentifier': ['70', 'e3', 'n11']}, {'$type': 'Tfl.Api.Presentation.Entities.LineModeGroup, Tfl.Api.Presentation.Entities', 'modeName': 'tube', 'lineIdentifier': ['district', 'piccadilly']}]",True,940GZZLUACT,Acton Town Underground Station,StopPoint,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'ServiceInfo', 'key': 'Night', 'sourceSystemKey': 'TransXchangeETL', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Photo Booths', 'sourceSystemKey': 'StaticObjects', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Bridge', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'WiFi', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Address', 'key': 'PhoneNo', 'sourceSystemKey': 'StaticObjects', 'value': '0845 330 9880'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Escalators', 'sourceSystemKey': 'StaticObjects', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Euro Cash Machines', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Payphones', 'sourceSystemKey': 'StaticObjects', 'value': '2'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Waiting Room', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Cash Machines', 'sourceSystemKey': 'StaticObjects', 'value': '2'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Address', 'key': 'Address', 'sourceSystemKey': 'StaticObjects', 'value': 'Acton Town Station,London Underground Ltd.,Gunnersbury Lane,London,W3 8HN'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Gates', 'sourceSystemKey': 'StaticObjects', 'value': '5'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Ticket Halls', 'sourceSystemKey': 'StaticObjects', 'value': '1'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Toilets', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Car park', 'sourceSystemKey': 'StaticObjects', 'value': 'no'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Help Points', 'sourceSystemKey': 'StaticObjects', 'value': '0 on platforms, 0 in ticket halls, 0 elsewhere'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Geo', 'key': 'Zone', 'sourceSystemKey': 'StaticObjects', 'value': '3'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Lifts', 'sourceSystemKey': 'StaticObjects', 'value': '2'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Other Facilities', 'sourceSystemKey': 'StaticObjects', 'value': 'subway to street.'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Accessibility', 'key': 'AccessViaLift', 'sourceSystemKey': 'LRAD', 'value': 'Yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Accessibility', 'key': 'BlueBadgeCarParkSpaces', 'sourceSystemKey': 'LRAD', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Accessibility', 'key': 'LimitedCapacityLift', 'sourceSystemKey': 'LRAD', 'value': 'No'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Accessibility', 'key': 'SpecificEntranceRequired', 'sourceSystemKey': 'LRAD', 'value': 'No'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Accessibility', 'key': 'TaxiRankOutsideStation', 'sourceSystemKey': 'LRAD', 'value': 'No'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Accessibility', 'key': 'Toilet', 'sourceSystemKey': 'LRAD', 'value': 'Yes'}]","[{'$type': 'Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities', 'naptanId': '9400ZZLUACT1', 'modes': [], 'icsCode': '1000002', 'stationNaptan': '940GZZLUACT', 'lines': [], 'lineGroup': [], 'lineModeGroups': [], 'status': True, 'id': '9400ZZLUACT1', 'commonName': 'Acton Town Underground Station', 'placeType': 'StopPoint', 'additionalProperties': [], 'children': [], 'lat': 0.0, 'lon': 0.0}, {'$type': 'Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities', 'naptanId': '9400ZZLUACT2', 'modes': [], 'icsCode': '1000002', 'stationNaptan': '940GZZLUACT', 'lines': [], 'lineGroup': [], 'lineModeGroups': [], 'status': True, 'id': '9400ZZLUACT2', 'commonName': 'Acton Town Underground Station', 'placeType': 'StopPoint', 'additionalProperties': [], 'children': [], 'lat': 0.0, 'lon': 0.0}, {'$type': 'Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities', 'naptanId': '9400ZZLUACT3', 'modes': [], 'icsCode': '1000002', 'stationNaptan': '940GZZLUACT', 'lines': [], 'lineGroup': [], 'lineModeGroups': [], 'status': True, 'id': '9400ZZLUACT3', 'commonName': 'Acton Town Underground Station', 'placeType': 'StopPoint', 'additionalProperties': [], 'children': [], 'lat': 0.0, 'lon': 0.0}, {'$type': 'Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities', 'naptanId': '9400ZZLUACT4', 'modes': [], 'icsCode': '1000002', 'stationNaptan': '940GZZLUACT', 'lines': [], 'lineGroup': [], 'lineModeGroups': [], 'status': True, 'id': '9400ZZLUACT4', 'commonName': 'Acton Town Underground Station', 'placeType': 'StopPoint', 'additionalProperties': [], 'children': [], 'lat': 0.0, 'lon': 0.0}]",51.503057,-0.280462
"Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities",940GZZLUALP,"['tube', 'bus']",1000005,NaptanMetroStation,940GZZLUALP,"[{'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '224', 'name': '224', 'uri': '/Line/224', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '245', 'name': '245', 'uri': '/Line/245', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '297', 'name': '297', 'uri': '/Line/297', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '483', 'name': '483', 'uri': '/Line/483', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '487', 'name': '487', 'uri': '/Line/487', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '79', 'name': '79', 'uri': '/Line/79', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': '83', 'name': '83', 'uri': '/Line/83', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': 'n83', 'name': 'N83', 'uri': '/Line/n83', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}, {'$type': 'Tfl.Api.Presentation.Entities.Identifier, Tfl.Api.Presentation.Entities', 'id': 'piccadilly', 'name': 'Piccadilly', 'uri': '/Line/piccadilly', 'type': 'Line', 'crowding': {'$type': 'Tfl.Api.Presentation.Entities.Crowding, Tfl.Api.Presentation.Entities'}, 'routeType': 'Unknown', 'status': 'Unknown'}]","[{'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'naptanIdReference': '490000005A', 'stationAtcoCode': '490G00005N2', 'lineIdentifier': ['224', '297', '483', '79', '83', 'n83']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'naptanIdReference': '490000005B', 'stationAtcoCode': '490G00005N2', 'lineIdentifier': ['224', '297', '483', '79', '83', 'n83']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'naptanIdReference': '490003264C', 'stationAtcoCode': '490G00005N2', 'lineIdentifier': ['245', '487']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'naptanIdReference': '490003264D', 'stationAtcoCode': '490G00005N2', 'lineIdentifier': ['245', '487']}, {'$type': 'Tfl.Api.Presentation.Entities.LineGroup, Tfl.Api.Presentation.Entities', 'stationAtcoCode': '940GZZLUALP', 'lineIdentifier': ['piccadilly']}]","[{'$type': 'Tfl.Api.Presentation.Entities.LineModeGroup, Tfl.Api.Presentation.Entities', 'modeName': 'bus', 'lineIdentifier': ['224', '245', '297', '483', '487', '79', '83', 'n83']}, {'$type': 'Tfl.Api.Presentation.Entities.LineModeGroup, Tfl.Api.Presentation.Entities', 'modeName': 'tube', 'lineIdentifier': ['piccadilly']}]",True,940GZZLUALP,Alperton Underground Station,StopPoint,"[{'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Bridge', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Payphones', 'sourceSystemKey': 'StaticObjects', 'value': '1'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Car park', 'sourceSystemKey': 'StaticObjects', 'value': 'no'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Escalators', 'sourceSystemKey': 'StaticObjects', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Address', 'key': 'PhoneNo', 'sourceSystemKey': 'StaticObjects', 'value': '0845 330 9880'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Cash Machines', 'sourceSystemKey': 'StaticObjects', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Toilets', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Waiting Room', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Photo Booths', 'sourceSystemKey': 'StaticObjects', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Ticket Halls', 'sourceSystemKey': 'StaticObjects', 'value': '1'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'WiFi', 'sourceSystemKey': 'StaticObjects', 'value': 'yes'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Help Points', 'sourceSystemKey': 'StaticObjects', 'value': '0 on platforms, 0 in ticket halls, 0 elsewhere'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Lifts', 'sourceSystemKey': 'StaticObjects', 'value': '0'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Address', 'key': 'Address', 'sourceSystemKey': 'StaticObjects', 'value': 'Alperton Station,London Underground Ltd.,Ealing Rd,Wembley,Middlesex,HA0 4LL'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Facility', 'key': 'Gates', 'sourceSystemKey': 'StaticObjects', 'value': '3'}, {'$type': 'Tfl.Api.Presentation.Entities.AdditionalProperties, Tfl.Api.Presentation.Entities', 'category': 'Geo', 'key': 'Zone', 'sourceSystemKey': 'StaticObjects', 'value': '4'}]","[{'$type': 'Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities', 'naptanId': '9400ZZLUALP1', 'modes': [], 'icsCode': '1000005', 'stationNaptan': '940GZZLUALP', 'lines': [], 'lineGroup': [], 'lineModeGroups': [], 'status': True, 'id': '9400ZZLUALP1', 'commonName': 'Alperton Underground Station', 'placeType': 'StopPoint', 'additionalProperties': [], 'children': [], 'lat': 0.0, 'lon': 0.0}, {'$type': 'Tfl.Api.Presentation.Entities.StopPoint, Tfl.Api.Presentation.Entities', 'naptanId': '9400ZZLUALP2', 'modes': [], 'icsCode': '1000005', 'stationNaptan': '940GZZLUALP', 'lines': [], 'lineGroup': [], 'lineModeGroups': [], 'status': True, 'id': '9400ZZLUALP2', 'commonName': 'Alperton Underground Station', 'placeType': 'StopPoint', 'additionalProperties': [], 'children': [], 'lat': 0.0, 'lon': 0.0}]",51.540627,-0.29961
